#{"t_start": 1771417279.5559034, "env_id": "None"}
r,l,t
6247.536184,800,2213.918253
6096.049103,800,2218.643971
5786.843072,800,2219.410784
6336.518069,800,2224.143604
5099.438582,800,2224.953271
5584.714144,800,2225.654086
5688.870909,800,2230.085515
2335.46225,800,2230.71199
5487.203554,800,2234.91138
4702.824612,800,2235.547667
5882.179515,800,2236.194497
5361.051806,800,2240.616843
6305.920203,800,2241.283472
4518.431117,800,2241.956862
6336.669069,800,2246.397137
6129.093893,800,2247.030754
6261.120007,800,2251.583482
854.382424,800,2252.346626
4742.220005,800,2253.04811
6351.163174,800,2257.621127
5217.396546,800,2258.254808
1126.077063,800,2262.7927
6226.37597,800,2263.442184
6094.218746,800,2264.115232
6357.784773,800,2268.635849
5314.898098,800,2269.263133
-901726.430166,800,2273.805539
5384.053583,800,2274.433231
-1703919.654751,800,2275.063748
6076.928126,800,2279.679899
-65001.358233,800,2280.327588
3842.307998,800,2284.786234
-28180.592662,800,2285.494092
4663.022855,800,2286.185754
4348.670888,800,2290.867419
3781.375901,800,2291.517543
6273.368172,800,2292.16375
6355.144887,800,2296.772668
6300.330213,800,2297.436121
-259993.174719,800,2302.009171
5967.313927,800,2302.626832
4481.042037,800,2303.236588
4620.485512,800,2307.505125
4575.324295,800,2308.132493
4729.635284,800,2312.724126
5246.015251,800,2313.355137
6298.87584,800,2313.983354
5879.709606,800,2318.479239
-9155.174527,800,2319.11263
6189.419992,800,2323.627563
-80007.409852,800,2324.255126
4946.907808,800,2324.894912
-34144.53365,800,2329.395546
2533.143799,800,2330.018849
6354.832599,800,2334.517654
1449.177651,800,2335.171199
4728.822487,800,2335.799779
4308.69717,800,2340.448566
5753.8384,800,2341.073968
6155.102832,800,2341.690543
4286.627387,800,2346.190377
-1517.480541,800,2346.821013
5084.688908,800,2351.406023
5263.823027,800,2352.034225
5489.089039,800,2352.679013
-2340178.593597,800,2357.246459
5686.504831,800,2357.899233
5385.35645,800,2362.546477
6353.23014,800,2363.172727
5498.281531,800,2363.802366
6276.542525,800,2368.133579
-165598.551575,800,2368.863289
6248.087694,800,2372.885345
2298.573467,800,2373.695984
6053.646675,800,2374.568321
4819.316521,800,2379.22162
-29938.121019,800,2379.916651
5879.905888,800,2380.568131
3827.73852,800,2385.049592
6120.498174,800,2385.678906
4703.194332,800,2390.506163
6273.800304,800,2391.143474
6357.791008,800,2391.787093
4596.137869,800,2396.386313
-85057.89262,800,2397.074477
5890.859947,800,2401.725176
3267.010801,800,2402.352891
5260.826717,800,2402.998869
868.654907,800,2407.649527
5594.981503,800,2408.3477
5978.077383,800,2412.668892
2490.476998,800,2413.334271
-135322.625187,800,2414.003007
6028.971395,800,2418.837033
6191.665993,800,2419.505151
5578.141677,800,2424.105114
4393.918117,800,2424.789231
4693.163309,800,2425.446946
6183.009373,800,2430.162756
6317.996911,800,2430.807014
6358.62617,800,2431.481732
6238.977458,800,2436.161736
-1788024.965219,800,2436.89253
744.069869,800,2441.160314
5788.401482,800,2441.816404
6071.718338,800,2442.464619
5237.165483,800,2447.110828
5532.236773,800,2447.765155
-57771.183359,800,2452.346442
5658.227316,800,2453.030171
3864.141442,800,2453.697844
5567.035463,800,2458.258659
5777.229208,800,2458.920915
6240.428485,800,2463.806668
6246.02162,800,2464.483162
6110.024304,800,2465.165851
614.947171,800,2469.906184
5916.03787,800,2470.580472
5704.921195,800,2475.059961
6097.379159,800,2475.744884
4107.43082,800,2476.395459
4985.002381,800,2480.857836
5791.29353,800,2481.489314
4896.490744,800,2482.134907
4500.472535,800,2486.695706
5874.1351,800,2487.350324
5907.231603,800,2492.012619
3873.866826,800,2492.640871
5617.826397,800,2493.28052
5431.959549,800,2497.795546
6297.109229,800,2498.443255
5308.785121,800,2503.001899
6273.600355,800,2503.628447
6315.997036,800,2504.262832
6356.108234,800,2508.827222
5296.372382,800,2509.459456
5511.208748,800,2514.015336
6354.750051,800,2514.655386
3052.94046,800,2515.290109
5935.201694,800,2519.814469
-43013.467738,800,2520.477265
5574.793097,800,2521.119936
4417.837541,800,2525.657268
5503.272356,800,2526.297903
5654.487277,800,2530.837165
5914.314203,800,2531.471983
5390.88756,800,2532.098789
5694.554546,800,2536.694205
5507.49061,800,2537.315646
5604.185764,800,2542.024956
6208.651057,800,2542.647701
6295.463311,800,2543.279193
5745.83039,800,2547.820286
4508.316511,800,2548.452712
6148.776806,800,2552.94694
5400.649222,800,2553.580953
5202.521899,800,2554.197718
5227.743588,800,2558.697317
-673385.382539,800,2559.326419
4859.041453,800,2563.837308
6234.42536,800,2564.477995
5109.684863,800,2565.103369
-1727982.213478,800,2569.877307
-9366.183567,800,2570.537336
5499.268096,800,2571.222711
5835.604462,800,2576.00796
6310.023909,800,2576.6701
6052.3101,800,2581.263835
5176.876783,800,2581.915253
5786.380727,800,2582.586971
6254.365194,800,2587.169932
6196.023108,800,2587.833987
5345.794332,800,2592.700961
4977.630911,800,2593.372703
5938.234904,800,2594.054124
5707.218642,800,2598.78111
6239.60169,800,2599.444356
5059.824386,800,2604.073865
5400.945719,800,2604.759667
5642.000605,800,2605.426774
5307.523393,800,2610.199011
-87003.399088,800,2610.871717
3716.972211,800,2615.515497
5993.571628,800,2616.191669
4488.624113,800,2616.855506
5200.61851,800,2621.549649
5237.129824,800,2622.20999
5681.074176,800,2622.866203
5918.505464,800,2627.501775
5688.354103,800,2628.169919
5696.441532,800,2632.76705
6363.825236,800,2633.4282
6211.786401,800,2634.10424
6319.05743,800,2638.764872
2708.697712,800,2639.450648
5490.47001,800,2644.491848
4546.611562,800,2645.169365
6352.66267,800,2645.840332
6358.889972,800,2650.581769
3681.72103,800,2651.253625
6294.393045,800,2655.742666
5520.655884,800,2656.421932
6319.192566,800,2657.073363
5420.19794,800,2661.762224
5813.945096,800,2662.431182
-627009.597981,800,2663.093053
5435.309671,800,2667.665811
5341.046667,800,2668.345751
4524.409115,800,2672.949723
5539.675362,800,2673.619258
5755.593413,800,2674.293707
5390.136317,800,2679.010558
5449.428123,800,2679.679493
6332.596831,800,2684.213163
5526.919756,800,2684.889511
5901.075865,800,2685.530995
-16802.142441,800,2690.138271
5535.295297,800,2690.780689
5335.326271,800,2695.589514
4875.608492,800,2696.237716
5475.084593,800,2696.870686
-284836.584345,800,2701.541369
4865.905113,800,2702.179714
5760.247294,800,2706.690648
6323.391546,800,2707.434915
5333.263277,800,2708.104659
6265.566238,800,2712.691332
5396.091684,800,2713.395185
4837.823784,800,2714.028951
6322.989281,800,2718.813844
6341.316931,800,2719.587163
3269.897074,800,2724.281962
-771230.333497,800,2725.027342
5661.47403,800,2725.671678
5250.237666,800,2730.340482
5769.675821,800,2730.993132
6315.204681,800,2735.034362
5947.849346,800,2735.709099
5370.63747,800,2736.442734
5692.433514,800,2740.461154
6148.825125,800,2741.107257
